direction,direction_zh,query,title,year,authors,venue,doi,url,abstract,citation_count,source_database,open_access_pdf,raw_id
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Influence of Magnesium Oxide on Carbonation of Cement Paste Containing Limestone and Metakaolin,2022,Tao Jiang; Ying Jin,Sustainability,10.3390/su14095627,https://www.semanticscholar.org/paper/af95af8fb64fc147e0460449d33a27c9ff463311,"One of the major durability concerns for limestone calcined clay cement (LC3) concrete is its high susceptibility to atmospheric carbonation that could lead to an early onset of electrochemical corrosion of reinforcing steel in concrete structures. Aimed at designing innovative LC3 formulations with potentially enhanced carbonation resistance, this preliminary study investigates the influence of reactive magnesia (MgO) on the early-age strength development, hydrates assemblage, and atmospheric carbonation resistance of ternary ordinary Portland cement-metakaolin-limestone blends with a constant 45% ordinary Portland cement (OPC) replacement level. The results show that the MgO addition impedes the formation of AFm phases (hemicarbonate and monocarbonate), likely through interfering reactions between metakaolin and portlandite. The formed brucite due to MgO hydration can uptake atmospheric CO2 to some extent, but at a considerably slower rate, in comparison with other hydrates in LC3 including AFm, AFt, and portlandite. The enhancement of carbonation resistance of LC3 pastes is insignificant by MgO addition of less than 5%.",3,Semantic Scholar,https://www.mdpi.com/2071-1050/14/9/5627/pdf?version=1651920820,af95af8fb64fc147e0460449d33a27c9ff463311
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Characterization of carbonation-cured cement paste using X-ray photoelectron spectroscopy,2018,Rahil Khoshnazar; Y. Shao,unclear,10.1016/j.conbuildmat.2018.02.175,https://www.semanticscholar.org/paper/7ebf99ea3401f2389a52fb1d79b9c782c8cc9d1d,unclear,25,Semantic Scholar,unclear,7ebf99ea3401f2389a52fb1d79b9c782c8cc9d1d
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Studies on the microstructure of carbon dioxide sequestered cement paste,2023,Pranjal V. Chechani; A. Ramaswamy,"IABSE Congress, New Delhi 2023: Engineering for Sustainable Development",10.2749/newdelhi.2023.1357,https://www.semanticscholar.org/paper/f1817801e8cbfc3a3a58bb8c246b29d6287c8145,"The article presents the salient findings of research to investigate the effect of varying water-to- cement ratios on CO2 sequestration in cement paste. Paste prepared using Ordinary Portland cement and tap water has been carbonated using crushed dry ice added at 4% by weight of cement in the first method of carbonation and bubbling CO2 gas directly into the mixing vessel as the second method. To study the influence of early-age carbonation on physical properties, setting time and compressive strength tests have been performed on 50mm cube specimens. Thermogravimetric analysis (TGA}, X-ray Diffraction (XRD}, and pH measurements have all been used to examine changes in the composition of the hardened cement paste caused by the aforementioned processes. The chemical and morphological variations among non-carbonated and carbonated samples have been examined using Scanning Electron Microscopy (SEM}.",0,Semantic Scholar,unclear,f1817801e8cbfc3a3a58bb8c246b29d6287c8145
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Mitigation of Drying and Carbonation Shrinkage of Cement Paste using Magnesia,2018,H. Ye,Journal of advanced concrete technology,10.3151/jact.16.476,https://www.semanticscholar.org/paper/cba01fa3487b71006cc47124fc8a64ee6e7485cf,"In this work, the effect of magnesia (MgO) on the hydrated phase assemblage, microstructure, as well as drying and carbonation shrinkage of hardened Portland cement paste is studied. By means of X-ray diffraction, scanning electron microscopy (SEM/EDS), and thermodynamic simulation, it shows that MgO hydration does not substantially alter the phase assemblage and microstructure of hardened cement paste, except the formation of brucite. The 5% MgO addition reduces the drying shrinkage of cement by about half, which cannot be simply explained by the molar volumetric increase due to MgO to brucite conversion. The results suggest that besides generating early-age expansion offsetting subsequent drying shrinkage, the formed brucite at early stages can enhance the matrix stiffness probably due to crystal formation with reinforcing potentials. In addition, the MgO addition improves the carbonation resistance of hardened cement due to the formation of magnesium-containing calcium carbonates. However, the effectiveness of MgO in mitigating carbonation shrinkage depends on the drying and carbonation sequence.",11,Semantic Scholar,https://www.jstage.jst.go.jp/article/jact/16/9/16_476/_pdf,cba01fa3487b71006cc47124fc8a64ee6e7485cf
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Effect of early age carbonation on strength and pH of concrete,2007,Xiaolu Lin,unclear,unclear,https://www.semanticscholar.org/paper/48782c21e07810687d68d9d1d651b3bf9a3635a1,unclear,7,Semantic Scholar,unclear,48782c21e07810687d68d9d1d651b3bf9a3635a1
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Microstructure of cement paste subject to early carbonation curing,2012,Vahid Rostami; Y. Shao; A. Boyd; Zhen He,unclear,10.1016/j.cemconres.2011.09.010,https://www.semanticscholar.org/paper/1b70c1ac9bae01cd289cce323fe0bf455a2b0f42,"Abstract Microstructure of Ordinary Portland Cement paste subjected to early age carbonation curing was studied to examine the effect of early carbonation on performance of paste at different ages. The study was intended to understand the mechanism of concrete carbonation at early age through the microstructure development of its cement paste. Early carbonation was carried out after 18-hour initial controlled air curing. The microstructure characterized by XRD, TGA, 29 Si NMR and SEM was correlated to strength gain, CO 2 uptake and pH change. It was found that early carbonation could accelerate early strength while allowing subsequent hydration. The short term carbonation created a microstructure with more strength-contributing solids than conventional hydration. Calcium hydroxide was converted to calcium carbonates, and calcium–silicate–hydrate became intermingled with carbonates, generating an amorphous calcium–silicate–hydrocarbonate binding phase. Carbonation modified C–S–H retained its original gel structure. The re-hydration procedure applied after carbonation was essential in increasing late strength and durability.",583,Semantic Scholar,unclear,1b70c1ac9bae01cd289cce323fe0bf455a2b0f42
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Understanding the role of natural pozzolana in regulating the early hydration reaction process and microstructure of Portland cement,2024,Liyun Yi; Dan Yang; Juhong Chen,"Fullerenes, nanotubes, and carbon nanostructures",10.1080/1536383x.2024.2354761,https://www.semanticscholar.org/paper/52173cf702ab9f372f09af3705d0e2be953808b3,"Abstract The present study examines the regulatory role of natural pozzolana (NP) on the early-age hydration process and microstructural development of Portland cement. Through a series of experiments, including low-field nuclear magnetic resonance (NMR), X-ray diffraction (XRD), thermogravimetric (TG) analysis and scanning electron microscopy (SEM), it was found that NP significantly influences the hydration kinetics and chemical shrinkage of cement paste. The addition of NP was shown to reduce the early-age chemical shrinkage and refine the microstructure by decreasing the quantity of harmful pores and increasing harmless pores, as evidenced by the bimodal distribution observed in pore size distribution (PSD) analysis. XRD and TG results indicate that NP reacts with calcium hydroxide to form additional calcium silicate hydrate (C-S-H) gel, thus improving the interfacial transition zone and resistance to carbonation. SEM micrographs further confirm the improved microstructure with fewer microcracks. The findings suggest that NP can be effectively utilized to optimize the early-age performance of concrete, offering a sustainable approach to improving its durability and long-term structural integrity.",2,Semantic Scholar,unclear,52173cf702ab9f372f09af3705d0e2be953808b3
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Effects of carbonation on micro structures of hardened cement paste,2016,Junzhe Liu; Senyuan Yao; M. Ba; Z. He; Yushun Li,Journal of Wuhan University of Technology-Mater. Sci. Ed.,10.1007/s11595-016-1344-5,https://www.semanticscholar.org/paper/5dafd5361c0f0ed1136b0f6899e995da9783d547,unclear,19,Semantic Scholar,unclear,5dafd5361c0f0ed1136b0f6899e995da9783d547
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Effect of carbonated cement paste on composite cement hydration and performance,2020,M. Zając; J. Skocek; Paweł T. Durdziński; Frank Bullerjahn; J. Skibsted; Mohsen Ben Haha,unclear,10.1016/j.cemconres.2020.106090,https://www.semanticscholar.org/paper/6d7ad86a36f22fd0f1845874b06e90e8be6bbac3,"Abstract In this work carbonated cement paste from demolished concrete recycling has been investigated as an active SCM-like component of composite cement. Carbonation of hydrated cement paste results in formation of calcium carbonate and a silica-alumina gel. The gel is found to be a pozzolanic material with high reactivity. Its composition is similar to the glass phase of siliceous fly ash and hence its impact on the resulting hydrate assemblage is comparable. However, due to the high specific surface of the gel and its structure, the pozzolanic reaction is very rapid achieving degrees of reaction of 50% after one day of reaction. The formed calcium carbonate acts as a fine filler. As a result, composite cements containing carbonated recycled cement paste are characterized by a rapid strength gain and a dense microstructure already at early age.",228,Semantic Scholar,unclear,6d7ad86a36f22fd0f1845874b06e90e8be6bbac3
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",CO2 Curing Efficiency for Cement Paste and Mortars Produced by a Low Water-to-Cement Ratio,2020,S. Han; Yubin Jun; T. Shin; Jae Hong Kim,Materials,10.3390/ma13173883,https://www.semanticscholar.org/paper/955dec362707381a5ce3cf009956ef8e8c5e89d9,"Curing by CO2 is a way to utilize CO2 to reduce greenhouse gas emissions. Placing early-age cement paste in a CO2 chamber or pressure vessel accelerates its strength development. Cement carbonation is attributed to the quickened strength development, and CO2 uptake can be quantitatively evaluated by measuring CO2 gas pressure loss in the pressure vessel. A decrease in CO2 gas pressure is observed with all cement pastes and mortar samples regardless of the mix proportion and the casting method; one method involves compacting a low water-to-cement ratio mix, and the other method comprises a normal mix consolidated in a mold. The efficiency of the CO2 curing is superior when a 20% concentration of CO2 gas is supplied at a relative humidity of 75%. CO2 uptake in specimens with the same CO2 curing condition is different for each specimen size. As the specimen scale is larger, the depth of carbonation is smaller. Incorporating colloidal silica enhances the carbonation as well as the hydration of cement, which results in contributing to the increase in the 28-day strength.",40,Semantic Scholar,https://www.mdpi.com/1996-1944/13/17/3883/pdf?version=1599052247,955dec362707381a5ce3cf009956ef8e8c5e89d9
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",The effect of combined carbonation and steam curing on the microstructural evolution and mechanical properties of Portland cement concrete,2021,Seonhyeok Kim; T. AmrIssam; Fadhel Bandar; Rami A. Bamagain; A. Hunaidy; Solmoi Park; Joonho Seog; H. K. Lee,unclear,10.12989/acc.2021.11.5.367,https://www.semanticscholar.org/paper/3f269a7ed7fbf3fb3e6cb64a7b158f774cabaaf1,unclear,3,Semantic Scholar,unclear,3f269a7ed7fbf3fb3e6cb64a7b158f774cabaaf1
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Research on the Carbonation of Cement Paste Modified with Layered Double Hydroxides,2012,Liang Chen; X. Chen; Wei Chen,unclear,10.4028/www.scientific.net/amm.174-177.706,https://www.semanticscholar.org/paper/cfa1c975d9806384dab31ba402022e34b8b99e8e,unclear,5,Semantic Scholar,unclear,cfa1c975d9806384dab31ba402022e34b8b99e8e
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Study on the Sustainability of Carbon Emission Reduction in China’s Cement Industry,2025,Kui Zhao; Congling Bao; Bingxin Zhang,Sustainability,10.3390/su17146349,https://www.semanticscholar.org/paper/bc56190ec58a883186dd2a4a811ab1741ded3435,"Recycled concrete fines (RCFs) have the potential to serve as a supplementary cementitious material (SCM) after carbonation. Traditionally, carbonation of RCFs results in calcium carbonate primarily in the form of calcite, which significantly limits the development of RCFs as an SCM. In this research, a wet grinding carbonation (WGC) technique was introduced to enhance the reactivity of RCFs. The research indicates that RCFs after WGC exhibit a finer particle size and a larger specific surface area. The carbonation products include calcite with smaller grains, metastable calcium carbonate, and nanoscale silica gel and Al-Si gel. When RCF-WGC is used as an SCM in ordinary Portland cement (OPC), it significantly promotes the hydration of the cement paste, as evidenced by the advancement and increased intensity of the exothermic peaks of aluminates and silicates. RCF-WGC can significantly enhance the compressive strength of hydrated samples, particularly at early ages. Specifically, at a curing age of 1 day, the compressive strength of WGC5, WGC10, and WGC20 samples increased by 9.9%, 22.5%, and 7.7%, respectively, compared to the Ref sample (0% RCF-WGC). At a curing age of 3 days, the compressive strength of the WGC5, WGC10, and WGC20 samples showed even more significant improvements, increasing by 20.8%, 21.9%, and 11.8%, respectively. The performance enhancement of the WGC samples is attributed to the chemical reactions involving nanoscale silica gel, Al-Si gel, and calcium carbonate in the RCFs. When RCF-WGC is used as an SCM to replace 5%, 10%, and 20% of cement, it can reduce carbon emissions by 27.5 kg/t, 55 kg/t, and 110 kg/t, respectively. Large-scale application of RCFs as a high-value SCM can significantly reduce the life-cycle carbon emissions of the cement industry, contributing to the achievement of carbon peaking in China’s cement sector.",0,Semantic Scholar,unclear,bc56190ec58a883186dd2a4a811ab1741ded3435
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Performance of Cementitious Materials Subjected to Low CO2 Concentration Accelerated Carbonation Curing and Further Hydration,2026,Jingyi Jiang; Xu Chen; Lei Li; Wenlong Yan; Meng Zhang; Zheng Gang; Q. Ma; Jingran He; Xiaodi Dai,Buildings,10.3390/buildings16010187,https://www.semanticscholar.org/paper/706f2cff36e8fa1a1127724af252fae4e6abf46b,"Excessive carbonation curing can impair later-age properties; therefore, determining an appropriate carbonation duration is critical for practical low-CO2 utilization. In this study, cement paste and mortar specimens were subjected to accelerated carbonation curing under a diluted CO2 atmosphere (3%) using a concentration-controlled scheme (2.5–3.0%), followed by standard hydration curing for up to 28 d. Carbonation durations of 500, 1000, 2000, and 6000 min were examined. The results show that an early carbonation duration of 1000 to 2000 min achieves an optimal balance between performance enhancement and subsequent hydration development. Compared with the reference specimens, compressive and flexural strengths, as well as durability-related indicators (including electrical flux and EIS parameters), are improved. In addition, the surface microstructure is refined, with a higher proportion of highly crystalline CaCO3 (>70%). In contrast, prolonged carbonation (>2000 min) induces unfavorable microstructural evolution during subsequent hydration, leading to reductions in mechanical performance and durability. These findings provide a practical duration-control strategy for accelerated carbonation curing using low-concentration CO2 streams (3–10%), which are typical of light-industry flue gases.",1,Semantic Scholar,unclear,706f2cff36e8fa1a1127724af252fae4e6abf46b
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Changes in microstructure and pore structure of low-clinker cementitious materials during early stages of carbonation,2016,M. Bertin; O. Metalssi; V. B. Bouny; M. Saillio,unclear,unclear,https://www.semanticscholar.org/paper/16dd1a9529348443b02e51466701661ef61c395e,unclear,4,Semantic Scholar,unclear,16dd1a9529348443b02e51466701661ef61c395e
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Coupling effect of γ-dicalcium silicate and slag on carbonation resistance of low carbon materials,2020,Zhengxing Chen; S. Chu; Yunsu Lee; Han-seung Lee,unclear,10.1016/j.jclepro.2020.121385,https://www.semanticscholar.org/paper/4b836df63828d4e7e278e4627ca57fda08a2dc60,"Abstract In this paper, the combined use of γ-dicalcium silicate and slag for possible coupling effect on carbonation resistance was investigated. The potential of the use of γ-C2S to impart carbonation immunity to slag blended materials at early age has not been fully explored so far. In this regard, 15, 30 and 50% slag blended cement paste and mortar samples containing 0, 5, 10, 15, 20% of γ-C2S in replacement of cement were manufactured before undergoing accelerated carbonation for 3, 7 and 28 days. Then, techniques of X-ray diffraction (XRD), Fourier-transform infrared spectroscopy (FT-IR), thermogravimetric analysis (TGA) and Mercury Intrusion Porosimetry (MIP) were utilized to analyze the carbonation characteristics. Results show that the carbonation of γ-C2S in the presence of slag is effective in CO2 sequestration, pore refinement and surface hardening. Moreover, an optimum combination of γ-C2S and slag exists for achieving the smallest carbonation depth which is 78% lower than the observed maximum, from which certain coupling effect was identified. Lastly, a conceptual model was presented to probe into the mechanism. Such research shall be conducive to the search for next-generation low carbon concrete with improved durability.",59,Semantic Scholar,unclear,4b836df63828d4e7e278e4627ca57fda08a2dc60
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Carbonation Curing of Precast Fly Ash Concrete,2016,Duo Zhang; Xinhua Cai; Y. Shao,unclear,10.1061/(asce)mt.1943-5533.0001649,https://www.semanticscholar.org/paper/35a38373f5249c16084814fc99cdfae626f9e7cf,unclear,131,Semantic Scholar,unclear,35a38373f5249c16084814fc99cdfae626f9e7cf
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Microstructure and properties of concrete subject to early carbonation curing,2013,Vahid Rostami; Y. Shao; A. Boyd; Zhen He,unclear,unclear,https://www.semanticscholar.org/paper/534fe7369e9442ac518d36ca8fdb4ef00c06bd65,unclear,0,Semantic Scholar,unclear,534fe7369e9442ac518d36ca8fdb4ef00c06bd65
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Rapid hydration mechanism of carbonic acid and cement,2020,Nicholas Lippiatt; T. Ling,unclear,10.1016/j.jobe.2020.101357,https://www.semanticscholar.org/paper/43d673f57984b8ffa4864a9bea510f2b1b3e1b64,"Abstract Early-age carbonation is an attractive option to reduce the net CO2 emissions of cementitious materials. Applying early-age carbonation to the most common cementitious material, ready-mix concrete, is difficult as the process must be performed in atmosphere. A technique that could supply a large quantity of CO2 to cement in atmosphere is by mixing powdered cement with a super-saturated aqueous solution. However, this would create an acidic solution. This paper addresses the competing effects of dissolved CO2 ions and carbonic acid when mixed with cement paste or mortar. While CO2 is expected to form carbonates, carbonic acid usually decreased the strength of cement. The cement replacement fraction, and the strength and porosity of the original mix alter the relative effect of carbonic acid on compressive strength. The most likely cause of strength and workability losses are identified as a very rapid but limited hydration in the first 10 min after mixing.",23,Semantic Scholar,unclear,43d673f57984b8ffa4864a9bea510f2b1b3e1b64
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Early CO2 capturing mortar by incorporating a new potential carbide lime waste under controlled CO2 curing,2023,A. T. Adrina Rosseira; A. K. Nur Hafizah; M. Fadzil; M. M. P. Bazli Faliq; N. N. A. L. Khairul Irfan; O. Rohaya,Journal of Physics: Conference Series,10.1088/1742-6596/2521/1/012007,https://www.semanticscholar.org/paper/8eb237a357b27c75d87f71deb4fc6a1d58f84ef0,"Early-age cement paste or mortar can be enhanced by curing it in a CO2 chamber. The study was initiated with investigation on the optimum compressive strength by replacing cement to carbide lime with 0, 5, 10, 15 and 20% of Carbide Lime Waste (CLW) content. The desired CLW mortar at 28 normal curing age was selected and the similar mix proportion was again casted and the fresh CLW mortar was cured for 1,3 and 7 days under controlled CO2 curing. The CO2 concentration and temperature were fixed at 20% and 60% respectively. The compressive strength and depth of carbonation of CLW mortar was investigated. In addition, their microstructural properties under TGA test was analysed at the early curing ages by using cement pastes. It was found that the mortar containing 5% of CLW had the desired optimum compressive strength and UPV under water curing condition. Overall, the strength properties of control mortar and CLW mortar significantly enhanced at early strength gained by controlled CO2 curing as compared to the water curing technique. The used of 5% of CLW as the potential to substitute the cement portion has provide better understanding on CO2 sequestration in cement mortar. The microstructural result shows the CaCO3 precipitation in the CLW mortar was higher than the control mortar as CLW has Ca(OH)2 behaviour which effectively react with CO2 and formed stable CaCO3 precipitation in the mortar.",3,Semantic Scholar,https://iopscience.iop.org/article/10.1088/1742-6596/2521/1/012007/pdf,8eb237a357b27c75d87f71deb4fc6a1d58f84ef0
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Influence of steel slag-silica fume composite mineral admixture on the properties of concrete,2017,J. Liu; Dongmin Wang,unclear,10.1016/j.powtec.2017.07.052,https://www.semanticscholar.org/paper/91219caebd3ed227037bd6d61a8397f27b64a7c2,unclear,125,Semantic Scholar,unclear,91219caebd3ed227037bd6d61a8397f27b64a7c2
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Pseudo-dynamic carbonation for concrete curing and carbon storage,2015,Y. Shao; A. Zhou; Mehrdad Mahoutian,unclear,10.1504/ijmsi.2015.071108,https://www.semanticscholar.org/paper/4e8ff949a7a0f7e7b17972ccd0c77c9500b1e497,unclear,5,Semantic Scholar,unclear,4e8ff949a7a0f7e7b17972ccd0c77c9500b1e497
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Feasibility of ferronickel slag powder for cementitious binder in concrete mix,2019,Hansol Kim; Chang-Hong Lee; K. Ann,Construction and Building Materials,10.1016/j.conbuildmat.2019.02.166,https://www.semanticscholar.org/paper/68193b44dd7ebad07527713f5caddc5aeb87b31d,"Abstract This study aims at utilizing ferronickel slag (FNS) powder for replacing for ordinary Portland cement (OPC) in concrete. Three types of FNS in different fineness and replacement were used to find which is the most beneficial to be used as binder. FNS concrete was assessed at compressive, flexural, shear and splitting tensile strength tests along with measurement of setting time, hydration heat and drying shrinkage for physical performance. Durability was evaluated by the resistance to chemical degradation against chloride ion penetration, carbonation and sulfate attack. Hydration characteristics of the ferronickel slag paste were identified by scanning electron microscopy observation and pore size analysis. It was found that FNS concrete might have a lower strength at an early age, which was substantially overcame with time then to meet the strength for OPC concrete in a long term, presumably due to a latent hydration. When it comes to durability, chloride transport and sulfate attack were mitigated in FNS concrete, whilst carbonation could be more often prevailed. However, a reuse of industrial waste could enhance the economic benefit and simultaneously lower the CO2 emission in concrete production.",80,Semantic Scholar,unclear,68193b44dd7ebad07527713f5caddc5aeb87b31d
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Carbonation of Fly Ash Concrete and Micro-Hardness Analysis,2011,L. Tu; Wen Xu; Wei Chen,unclear,10.4028/www.scientific.net/amr.378-379.56,https://www.semanticscholar.org/paper/862cd454fc6412cd8924c572a6810116efc94b5b,unclear,6,Semantic Scholar,unclear,862cd454fc6412cd8924c572a6810116efc94b5b
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",CONCRETE PROPERTIES OF BLENDED CEMENT WITH HIGH ALUMINATE,2012,H. Misumi; E. Maruya; Toshiyuki Takahashi,unclear,10.14250/cement.66.353,https://www.semanticscholar.org/paper/7bdecf5fd7ec0e724899b066171db908db44ce6d,unclear,1,Semantic Scholar,https://doi.org/10.14250/cement.66.353,7bdecf5fd7ec0e724899b066171db908db44ce6d
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Carbonation of Fly Ash Concrete and Mircro-hardness Analysis,2009,Zhou Zi-chen,unclear,unclear,https://www.semanticscholar.org/paper/28b2341dbe9a758e4b15e818799c2ba5edddc297,unclear,1,Semantic Scholar,unclear,28b2341dbe9a758e4b15e818799c2ba5edddc297
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Effects of early-age carbonation curing on the properties of cement-based materials: A review,2024,Chaofeng Liang; Binglin Li; Ming-Zhi Guo; Shaodan Hou; Shunxiang Wang; Yueqing Gao; Xiaoyong Wang,Journal of Building Engineering,10.1016/j.jobe.2024.108495,https://www.semanticscholar.org/paper/b10e89f7d37e810574b88c566273ce9eeb9d4a8d,unclear,113,Semantic Scholar,unclear,b10e89f7d37e810574b88c566273ce9eeb9d4a8d
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Modelling the poromechanical behaviour of class G cement paste: A multiphysics approach from early age to hardened state,2025,Maxime Pierre; M. Samudio; S. Ghabezloo; Patrick Dangla,Cement and Concrete Research,10.1016/j.cemconres.2025.107852,https://www.semanticscholar.org/paper/72936d3ab2606c7176d666703c4b74cc09bd2cb7,unclear,6,Semantic Scholar,https://doi.org/10.1016/j.cemconres.2025.107852,72936d3ab2606c7176d666703c4b74cc09bd2cb7
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Effect of Class C and Class F Fly Ash on Early-Age and Mature-Age Properties of Calcium Sulfoaluminate Cement Paste,2023,Sukanta K. Mondal; Carrie Clinton; Hongyan Ma; Aditya Kumar; M. Okoronkwo,Sustainability,10.3390/su15032501,https://www.semanticscholar.org/paper/fd5f89f2b9f62c85ad14194450d3a2d0feb256e0,"To promote the sustainable development of eco-efficient calcium sulfoaluminate (CSA) cements through the partial replacement of the CSA clinker with supplementary cementitious waste products, the effects of coal fly ashes on the early-age and mature-age properties of a calcium sulfoaluminate (CSA)-based cement paste were investigated. The impacts of both Class C and Class F fly ashes on the rheological properties, hydration kinetics, and compressive strength development of CSA cement paste were studied. Rheology-based workability parameters, representing the rate of loss of flowability, the rate of hardening, and the placement limit, were characterized for the pastes prepared with fixed water-to-cement (w/c) and fixed water-to-binder (w/b) ratios. The results indicate a slight improvement in the workability of the CSA paste by fly ash addition at a fixed w/b ratio. The isothermal calorimetry studies show a higher heat of hydration for the Class C fly ash-modified systems compared to the Class F-modified systems. The results show that fly ash accelerates the hydration of the calcium sulfoaluminate cement pastes, chiefly due to the filler effects, rather than the pozzolanic effects. In general, ettringite is stabilized more by the addition of Class F fly ash than Class C fly ash. Both fly ashes reduced the 1-day compressive strength, but increased the 28-day strength of the CSA cement paste; meanwhile, the Class C modified pastes show a higher strength than Class F, which is attributed to the higher degree of reaction and potentially more cohesive binding C-S-H-based gels formed in the Class C fly ash modified systems. The results provide insights that support that fly ash can be employed to improve the performance of calcium sulfoaluminate cement pastes, while also enhancing cost effectiveness and sustainability.",18,Semantic Scholar,https://www.mdpi.com/2071-1050/15/3/2501/pdf?version=1675396697,fd5f89f2b9f62c85ad14194450d3a2d0feb256e0
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",The acceleration effect of nano C-S-H-PCE on the microstructure formation and evolution at early age of cement paste,2023,Wei Li; Rongjie Wang; Yuanhong Wang; Wenqiang Zuo; Jinxiang Hong; Shuqiong Luo; Penggang Wang,Materials Structure,10.1617/s11527-023-02179-9,https://www.semanticscholar.org/paper/e698b6ac5e13cb7966cd7d5705a2df0e873cba83,unclear,14,Semantic Scholar,unclear,e698b6ac5e13cb7966cd7d5705a2df0e873cba83
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",The Early Age Hydration Products and Mechanical Properties of Cement Paste with Steel Slag Powder as Additive under Steam Curing Conditions,2023,Baoliang Li; Xue Lu; B. Huo; Yuheng Du; Yuyi Liu; Yongzhen Cheng; Zejun Liu,Buildings,10.3390/buildings13092192,https://www.semanticscholar.org/paper/09840a1e74019c0ea33a2af86636d057f4222949,"To explore the feasibility of the application of steel slag powder (SSP) in steam-cured precast concrete, 0% and 20% SSP were used to replace cement and prepare cement paste, and the early age performance of steam-cured (80 °C for 7 h and 7 d) SSP-blended cement paste, including different types and amounts of hydrates, the microstructure and mechanical properties were investigated and compared with those of 28 d standard-cured SSP sample. The results show that SSP addition promotes the generation of laminar C-S-H gels and granular C-S-H gels after an initial 7 h steam curing. Further extending the lasting time of 80 °C steam curing to 7 days favors the production of hydrogarnet and crystalline C-S-H, of which the amount of formation of hydrogarnet in SSP composite cement paste is less and the particle size is smaller than those in the control sample. However, steam curing increases the gap between the number of hydrates formed in SSP-blended cement paste and the control paste. The delayed hydration effect of SSP on cement offsets the promoting effect of steam curing on the hydration of cement; in consequence, the incorporation of SSP seems to be detrimental to the hydration of steam-cured cement paste.",13,Semantic Scholar,https://www.mdpi.com/2075-5309/13/9/2192/pdf?version=1693238181,09840a1e74019c0ea33a2af86636d057f4222949
D,CO2养护与碳化混凝土,"""early age carbonation"" cement paste",Effect of an Early-Age Exposure on the Degradation Mechanisms of Cement Paste under External Sulfate Attack,2023,O. Metalssi; Rim Ragoug; Fabien Barberon; J. D. D. Lacaillerie; Nicolas Roussel; L. Divet; J. Torrenti,Materials,10.3390/ma16176013,https://www.semanticscholar.org/paper/cb4b06491ac3c2d691a0d95fef9a5704a6fc717f,"Among the most significant causes of concrete degradation is ESA (external sulfate attack). The majority of studies are currently conducted on samples that have been saturated and matured. Concrete structures, however, are exposed to the environment once the formwork has been removed. The purpose of this study is to determine what effects early exposure to external sulfates may have on degradation mechanisms. Microstructure, physical, and chemical behavior are monitored using a variety of experimental techniques, including NMR (27Al and 29Si), ICP, XRD, MIP, and SEM. Based on expansion measurements, mature Portland cement paste, unlike the early-age case, degraded rapidly due to the presence of compressed ettringite and gypsum, highlighted by SEM analysis. During ESA, sulfate ions diffuse through the cement matrix and are bound by chemical agents. Chemical analyses indicate that the chemical mechanism varies with the duration of curing. At an early age, external sulfates and aluminates are the most important reagents. For matured cases, these reagents include external sulfates, calcium derived from CH dissolution, and aluminates derived from the total dissolution of AFm.",18,Semantic Scholar,https://www.mdpi.com/1996-1944/16/17/6013/pdf?version=1693547142,cb4b06491ac3c2d691a0d95fef9a5704a6fc717f
