row_index,title,field,value
849,Carbonation curing behavior and performance improvement of recycled coral waste concrete,abstract,unclear
849,Carbonation curing behavior and performance improvement of recycled coral waste concrete,open_access_pdf,unclear
850,Effect of different hydration–carbonation processes on the reaction degree of cement,abstract,unclear
850,Effect of different hydration–carbonation processes on the reaction degree of cement,open_access_pdf,unclear
851,Functionalized biochar for carbon neutral/negative cementitious composites with superior performances,abstract,unclear
851,Functionalized biochar for carbon neutral/negative cementitious composites with superior performances,open_access_pdf,unclear
852,Carbonation curing and long-term shrinkage performance of manufactured sand concrete with different strength grades from tunnel muck,abstract,unclear
852,Carbonation curing and long-term shrinkage performance of manufactured sand concrete with different strength grades from tunnel muck,open_access_pdf,unclear
853,The role of biomass bottom ash in Carbonated Reactive Magnesia Cement (CRMC) for CO2 mineralisation,abstract,unclear
853,The role of biomass bottom ash in Carbonated Reactive Magnesia Cement (CRMC) for CO2 mineralisation,open_access_pdf,unclear
854,"Flexural behavior, porosity, and water absorption of CO2-cured amorphous metallic-fiber-reinforced belite-rich cement composites",abstract,unclear
854,"Flexural behavior, porosity, and water absorption of CO2-cured amorphous metallic-fiber-reinforced belite-rich cement composites",open_access_pdf,unclear
855,Doubling the coating-substrate pull-off strength by growth of CaCO3 nano-crystals,abstract,unclear
855,Doubling the coating-substrate pull-off strength by growth of CaCO3 nano-crystals,open_access_pdf,unclear
856,Carbon dioxide sequestration in mortars with excavated soil: Engineering performances and environmental benefits,abstract,unclear
856,Carbon dioxide sequestration in mortars with excavated soil: Engineering performances and environmental benefits,open_access_pdf,unclear
857,Accelerated carbonation curing of building mortars incorporating volcanic ash and brine sludge,abstract,unclear
857,Accelerated carbonation curing of building mortars incorporating volcanic ash and brine sludge,open_access_pdf,unclear
860,The synergistic mechanism of hydration regulation and carbonation curing on the carbon sequestration and impermeability enhancement of cementitious materials,abstract,unclear
860,The synergistic mechanism of hydration regulation and carbonation curing on the carbon sequestration and impermeability enhancement of cementitious materials,open_access_pdf,unclear
861,Microstructure of cement paste subject to early carbonation curing,abstract,unclear
861,Microstructure of cement paste subject to early carbonation curing,open_access_pdf,unclear
862,Dimensional stability of cement paste and concrete subject to early-age carbonation curing,open_access_pdf,unclear
863,The effects of the early carbonation curing on the mechanical and porosity properties of high initial strength Portland cement pastes,abstract,unclear
863,The effects of the early carbonation curing on the mechanical and porosity properties of high initial strength Portland cement pastes,open_access_pdf,unclear
864,Study on the properties and eco-sustainability of early-age carbonation cured cement paste with recycled concrete slurry waste substitution,open_access_pdf,unclear
865,Instant CO2 curing for dry-mix pressed cement pastes: Consideration of CO2 concentrations coupled with further water curing,abstract,unclear
865,Instant CO2 curing for dry-mix pressed cement pastes: Consideration of CO2 concentrations coupled with further water curing,open_access_pdf,unclear
867,Determination of pore structure evolution of cement paste under early-age carbonation by N2 isotherms,abstract,unclear
867,Determination of pore structure evolution of cement paste under early-age carbonation by N2 isotherms,open_access_pdf,unclear
868,Characterization of carbonation-cured cement paste using X-ray photoelectron spectroscopy,abstract,unclear
868,Characterization of carbonation-cured cement paste using X-ray photoelectron spectroscopy,open_access_pdf,unclear
869,Rapid hydration mechanism of carbonic acid and cement,abstract,unclear
869,Rapid hydration mechanism of carbonic acid and cement,open_access_pdf,unclear
870,The role of age on carbon sequestration and strength development in blended cement mixes,abstract,unclear
870,The role of age on carbon sequestration and strength development in blended cement mixes,open_access_pdf,unclear
872,Control of carbonation mechanism in Portland cement paste using synthetic carbon-capture aluminosilicates,open_access_pdf,unclear
873,Investigations Into The Microstructural Composition Of Cement Paste With Carbon Dioxide Sequestration,venue,unclear
874,Engineering moisture state and pore structure through preconditioning for low-carbon cement carbonation,abstract,unclear
874,Engineering moisture state and pore structure through preconditioning for low-carbon cement carbonation,open_access_pdf,unclear
875,Enhanced Performance of Reclaimed Concrete Slurry Waste in Cement Paste: Effect of Early-age Carbonation Curing,venue,unclear
877,Correction: Dimensional stability of cement paste and concrete subject to early-age carbonation curing,abstract,unclear
878,Carbonation curing for precast Engineered Cementitious Composites,abstract,unclear
879,NOx degradation by photocatalytic mortars: The underlying role of the CH and C-S-H carbonation,abstract,unclear
880,CO2 Sequestration in Cement-Based Materials During Mixing Process Using Carbonated Water and Gaseous CO2,venue,unclear
883,Determination of CO2 capture during accelerated carbonation of engineered cementitious composite pastes by thermogravimetry,abstract,unclear
887,Studies on the microstructure of carbon dioxide sequestered cement paste,open_access_pdf,unclear
888,Self-cleaning performance of photocatalytic cement mortar: Synergistic effects of hydration and carbonation,open_access_pdf,unclear
890,Mechanical and Physical Properties of Early Carbonated High Initial Strength Portland Cement Pastes,open_access_pdf,unclear
895,The impact of forced early-age carbonation on the hydration of cementitious materials,open_access_pdf,unclear
900,Potential of CO 2 sequestration through construction and demolition (C&amp;D) waste—An overview,abstract,unclear
900,Potential of CO 2 sequestration through construction and demolition (C&amp;D) waste—An overview,open_access_pdf,unclear
901,"New perspectives on utilization of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si2.svg""><mml:mrow><mml:msub><mml:mtext>CO</mml:mtext><mml:mtext>2</mml:mtext></mml:msub></mml:mrow></mml:math> sequestration technologies in cement-based materials",abstract,unclear
901,"New perspectives on utilization of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si2.svg""><mml:mrow><mml:msub><mml:mtext>CO</mml:mtext><mml:mtext>2</mml:mtext></mml:msub></mml:mrow></mml:math> sequestration technologies in cement-based materials",open_access_pdf,unclear
902,Use of CO2 curing to enhance the properties of cold bonded lightweight aggregates (CBLAs) produced with concrete slurry waste (CSW) and fine incineration bottom ash (IBA),abstract,unclear
902,Use of CO2 curing to enhance the properties of cold bonded lightweight aggregates (CBLAs) produced with concrete slurry waste (CSW) and fine incineration bottom ash (IBA),open_access_pdf,unclear
903,Use of Carbonation Curing to Improve Mechanical Strength and Durability of Pervious Concrete,open_access_pdf,unclear
904,Carbon sequestration and utilization in cement-based materials and potential impacts on durability of structural concrete,abstract,unclear
904,Carbon sequestration and utilization in cement-based materials and potential impacts on durability of structural concrete,open_access_pdf,unclear
905,Accelerated carbonation of fresh cement-based products containing recycled masonry aggregates for CO2 sequestration,abstract,unclear
905,Accelerated carbonation of fresh cement-based products containing recycled masonry aggregates for CO2 sequestration,open_access_pdf,unclear
906,CO2-sequestering ability of lightweight concrete based on reactive magnesia cement and high-dosage biochar aggregate,abstract,unclear
906,CO2-sequestering ability of lightweight concrete based on reactive magnesia cement and high-dosage biochar aggregate,open_access_pdf,unclear
907,Producing vaterite by CO2 sequestration in the waste solution of chemical treatment of recycled concrete aggregates,abstract,unclear
907,Producing vaterite by CO2 sequestration in the waste solution of chemical treatment of recycled concrete aggregates,open_access_pdf,unclear
908,Experimental investigation and mathematical modelling of the carbon dioxide sequestration of cement pastes during pressurized CO2 curing,abstract,unclear
908,Experimental investigation and mathematical modelling of the carbon dioxide sequestration of cement pastes during pressurized CO2 curing,open_access_pdf,unclear
909,Flue gas carbonation curing of cement paste and concrete at ambient pressure,abstract,unclear
909,Flue gas carbonation curing of cement paste and concrete at ambient pressure,open_access_pdf,unclear
912,Carbon dioxide sequestration on recycled aggregates,abstract,unclear
912,Carbon dioxide sequestration on recycled aggregates,open_access_pdf,unclear
913,Advancing waste-based construction materials through carbon dioxide curing: A comprehensive review,open_access_pdf,unclear
914,Development of Foam Concrete toward High Strength and CO<sub>2</sub> Sequestration,open_access_pdf,unclear
916,Carbonate-bonded construction materials from alkaline residues,open_access_pdf,unclear
917,Sustainable utilization of concrete slurry waste in eco-friendly artificial lightweight cold-bonded aggregates: An alternative pathway for efficiently sequestrating CO2,abstract,unclear
917,Sustainable utilization of concrete slurry waste in eco-friendly artificial lightweight cold-bonded aggregates: An alternative pathway for efficiently sequestrating CO2,open_access_pdf,unclear
919,Converting industrial waste into a value-added cement material through ambient pressure carbonation,abstract,unclear
919,Converting industrial waste into a value-added cement material through ambient pressure carbonation,open_access_pdf,unclear
920,Material Properties of Cement Doped with Carbonated Steel Slag Through the Slurry Carbonation Process: Effect and Quantitative Model,abstract,unclear
920,Material Properties of Cement Doped with Carbonated Steel Slag Through the Slurry Carbonation Process: Effect and Quantitative Model,open_access_pdf,unclear
921,Utilizing Ground Granulated Blast Furnace Slag during Carbon Sequestration in Concrete,open_access_pdf,unclear
922,CO<sub>2</sub> Sequestration in Green Porous Concrete Using Red Mud,open_access_pdf,unclear
923,CO2 Sequestration in Pervious Concrete and its Impact on Concrete Strength and Alkalinity,abstract,unclear
923,CO2 Sequestration in Pervious Concrete and its Impact on Concrete Strength and Alkalinity,open_access_pdf,unclear
925,"Carbonation of cement paste: Understanding, challenges, and opportunities",abstract,unclear
927,Carbonation Treatment of RCA Concrete: A Preliminary Investigation,abstract,unclear
927,Carbonation Treatment of RCA Concrete: A Preliminary Investigation,open_access_pdf,unclear
929,Preparation of Slag-Based Foam Concrete and its Carbon Dioxide Sequestration Performance,abstract,unclear
929,Preparation of Slag-Based Foam Concrete and its Carbon Dioxide Sequestration Performance,open_access_pdf,unclear
930,CO2 Curing for Enhanced Early Age Strength in Saw Dust Biochar Augmented Cement Mortars,abstract,unclear
930,CO2 Curing for Enhanced Early Age Strength in Saw Dust Biochar Augmented Cement Mortars,open_access_pdf,unclear
931,Optimizing NaHCO3 solution concentration for carbonation and strengthening of recycled aggregate concrete,abstract,unclear
931,Optimizing NaHCO3 solution concentration for carbonation and strengthening of recycled aggregate concrete,open_access_pdf,unclear
932,Carbon dioxide sequestration on masonry blocks,abstract,unclear
932,Carbon dioxide sequestration on masonry blocks,open_access_pdf,unclear
933,Carbon dioxide sequestration on recycled aggregates,abstract,unclear
933,Carbon dioxide sequestration on recycled aggregates,open_access_pdf,unclear
934,Laboratory and Pilot Investigation on Properties of precast Engineered Cementitious Composites (ECC) Subjected to Carbonation Curing,venue,unclear
935,Exploring Early Carbonation Properties of Sr4Al6O12SO4 Compound for a Sustainable Alternative to Cement Clinker,open_access_pdf,unclear
936,Development of MgO concrete with enhanced hydration and carbonation mechanisms,abstract,unclear
937,Effect of Biochar-Enabled Internal Co2 Curing on Co2 Sequestration and Mechanical Properties of Magnesia Cement-Based Lightweight Concrete,abstract,unclear
937,Effect of Biochar-Enabled Internal Co2 Curing on Co2 Sequestration and Mechanical Properties of Magnesia Cement-Based Lightweight Concrete,open_access_pdf,unclear
938,Carbonation Curing versus Steam Curing for Precast Concrete Production,open_access_pdf,unclear
939,Effect of early carbonation curing on chloride penetration and weathering carbonation in concrete,abstract,unclear
939,Effect of early carbonation curing on chloride penetration and weathering carbonation in concrete,open_access_pdf,unclear
940,Early age carbonation curing for precast reinforced concretes,abstract,unclear
940,Early age carbonation curing for precast reinforced concretes,open_access_pdf,unclear
941,Mechanisms of carbonation hydration hardening in Portland cements,abstract,unclear
941,Mechanisms of carbonation hydration hardening in Portland cements,open_access_pdf,unclear
942,Carbonation Curing of Precast Fly Ash Concrete,open_access_pdf,unclear
943,Carbonation Curing of Slag-Cement Concrete for Binding CO2 and Improving Performance,open_access_pdf,unclear
944,Strength recovery of thermally damaged high-performance concrete subjected to post-fire carbonation curing,abstract,unclear
944,Strength recovery of thermally damaged high-performance concrete subjected to post-fire carbonation curing,open_access_pdf,unclear
945,Effects of cement types and addition of quartz and limestone on the normal and carbonation curing of cement paste,abstract,unclear
945,Effects of cement types and addition of quartz and limestone on the normal and carbonation curing of cement paste,open_access_pdf,unclear
946,Weathering Carbonation Behavior of Concrete Subject to Early-Age Carbonation Curing,open_access_pdf,unclear
947,CO<sub>2</sub> sequestration using calcium-silicate concrete,open_access_pdf,unclear
948,Early carbonation curing of concrete masonry units with Portland limestone cement,abstract,unclear
948,Early carbonation curing of concrete masonry units with Portland limestone cement,open_access_pdf,unclear
949,Effects of early-age carbonation curing on the properties of cement-based materials: A review,abstract,unclear
949,Effects of early-age carbonation curing on the properties of cement-based materials: A review,open_access_pdf,unclear
951,Properties and microstructure of concrete blocks incorporating drinking water treatment sludge exposed to early-age carbonation curing,abstract,unclear
951,Properties and microstructure of concrete blocks incorporating drinking water treatment sludge exposed to early-age carbonation curing,open_access_pdf,unclear
952,Recycling waste glass aggregate in concrete: Mitigation of alkali-silica reaction (ASR) by carbonation curing,abstract,unclear
952,Recycling waste glass aggregate in concrete: Mitigation of alkali-silica reaction (ASR) by carbonation curing,open_access_pdf,unclear
953,Accelerated Carbonation of Portland Limestone Cement,open_access_pdf,unclear
954,"Effect of carbonation curing on the physical, mechanical, and microstructural properties of metakaolin-based geopolymer concrete",abstract,unclear
954,"Effect of carbonation curing on the physical, mechanical, and microstructural properties of metakaolin-based geopolymer concrete",open_access_pdf,unclear
955,"Effect of Carbonation Curing Regime on 3D Printed Concrete: Compressive strength, CO2 uptake, and Characterization",abstract,unclear
955,"Effect of Carbonation Curing Regime on 3D Printed Concrete: Compressive strength, CO2 uptake, and Characterization",open_access_pdf,unclear
956,Effect of Carbonation Mixing on CO2 Uptake and Strength Gain in Concrete,open_access_pdf,unclear
957,Development of reactive MgO-based Engineered Cementitious Composite (ECC) through accelerated carbonation curing,abstract,unclear
958,Investigation of the performance and thermal decomposition of MgO and MgO-SiO2 formulations,abstract,unclear
959,Development of carbon-capture binder using stainless steel argon oxygen decarburization slag activated by carbonation,abstract,unclear
959,Development of carbon-capture binder using stainless steel argon oxygen decarburization slag activated by carbonation,open_access_pdf,unclear
960,Some effects of cement and curing upon carbonation and reinforcement corrosion in concrete,abstract,unclear
960,Some effects of cement and curing upon carbonation and reinforcement corrosion in concrete,open_access_pdf,unclear
961,Influence of carbonation curing on hydration and microstructure of magnesium potassium phosphate cement concrete,abstract,unclear
961,Influence of carbonation curing on hydration and microstructure of magnesium potassium phosphate cement concrete,open_access_pdf,unclear
962,Influence of supplementary cementitious materials on the performance and environmental impacts of reactive magnesia cement concrete,abstract,unclear
962,Influence of supplementary cementitious materials on the performance and environmental impacts of reactive magnesia cement concrete,open_access_pdf,unclear
963,Investigation on the influence of early carbonation curing on the mechanical strength and microstructure of pervious concrete with recycled aggregates and PC-CSA binders,abstract,unclear
963,Investigation on the influence of early carbonation curing on the mechanical strength and microstructure of pervious concrete with recycled aggregates and PC-CSA binders,open_access_pdf,unclear
964,Carbonation Curing of Concretes in a Flexible Enclosure under Ambient Pressure,open_access_pdf,unclear
965,"Development of sustainable low carbon Engineered Cementitious Composites with waste polyethylene fiber, sisal fiber and carbonation curing",abstract,unclear
965,"Development of sustainable low carbon Engineered Cementitious Composites with waste polyethylene fiber, sisal fiber and carbonation curing",open_access_pdf,unclear
968,Carbon Dioxide Curing of Foam Concrete with Different Bulk Densities,open_access_pdf,unclear
970,Beneficial Use of Carbon Dioxide in Precast Concrete Production,venue,unclear
970,Beneficial Use of Carbon Dioxide in Precast Concrete Production,open_access_pdf,unclear
972,Feasibility Study on Replacing Steam by Carbon Dioxide for Concrete Masonry Units Curing,venue,unclear
972,Feasibility Study on Replacing Steam by Carbon Dioxide for Concrete Masonry Units Curing,open_access_pdf,unclear
974,Enhancing mechanical properties of concrete with 3D printed vascular networks via carbonation strengthening,abstract,unclear
974,Enhancing mechanical properties of concrete with 3D printed vascular networks via carbonation strengthening,open_access_pdf,unclear
976,Crafting Sustainability: Optimizing Oxalic Acid in Iron Carbonate Binder Formulation with Waste Iron Powder for a Carbon-Negative Impact,abstract,unclear
976,Crafting Sustainability: Optimizing Oxalic Acid in Iron Carbonate Binder Formulation with Waste Iron Powder for a Carbon-Negative Impact,open_access_pdf,unclear
977,Degradation and Microstructure of Palmdate Fibers-High Performance Cementitious Boards Exposed to Aging Conditions,open_access_pdf,unclear
978,Embedded PZT-EMI sensor-based equivalent structural parameters for monitoring strength evolution in carbon-cured concrete,abstract,unclear
978,Embedded PZT-EMI sensor-based equivalent structural parameters for monitoring strength evolution in carbon-cured concrete,open_access_pdf,unclear
979,Strain-Hardening Cementitious Composites Enhanced by the Synergistic Effects of Carbonized Recycled Concrete Powder and Carbonation Curing,open_access_pdf,unclear
985,Mechanical Performance Improvement by Carbon Dioxide Curing of Cement Concrete Incorporating Oil Shale Residue,abstract,unclear
985,Mechanical Performance Improvement by Carbon Dioxide Curing of Cement Concrete Incorporating Oil Shale Residue,open_access_pdf,unclear
986,A State-of-the-Art Review of Building a Greener Future: Direction of Carbon Dioxide Curing and Eco-Friendly Concrete,authors,unclear
986,A State-of-the-Art Review of Building a Greener Future: Direction of Carbon Dioxide Curing and Eco-Friendly Concrete,abstract,unclear
986,A State-of-the-Art Review of Building a Greener Future: Direction of Carbon Dioxide Curing and Eco-Friendly Concrete,open_access_pdf,unclear
989,"From dredged sediment to supplementary cementitious material: characterization, treatment, and reuse",abstract,unclear
992,热活化再生水泥砂浆的二氧化碳养护,open_access_pdf,unclear
1003,The Application of Foam Concrete in Civil Engineering,open_access_pdf,unclear
1012,Effect of further water curing on compressive strength and microstructure of CO2-cured concrete,abstract,unclear
1012,Effect of further water curing on compressive strength and microstructure of CO2-cured concrete,open_access_pdf,unclear
1013,A maturity approach to estimate compressive strength development of CO2-cured concrete blocks,abstract,unclear
1013,A maturity approach to estimate compressive strength development of CO2-cured concrete blocks,open_access_pdf,unclear
1014,Effects of sufficient carbonation on the strength and microstructure of CO2-cured concrete,abstract,unclear
1014,Effects of sufficient carbonation on the strength and microstructure of CO2-cured concrete,open_access_pdf,unclear
1015,Use of a CO2 curing step to improve the properties of concrete prepared with recycled aggregates,abstract,unclear
1015,Use of a CO2 curing step to improve the properties of concrete prepared with recycled aggregates,open_access_pdf,unclear
1016,Effect of curing parameters on CO2 curing of concrete blocks containing recycled aggregates,abstract,unclear
1016,Effect of curing parameters on CO2 curing of concrete blocks containing recycled aggregates,open_access_pdf,unclear
1017,Effect of pre-conditioning on CO2 curing of lightweight concrete blocks mixtures,abstract,unclear
1017,Effect of pre-conditioning on CO2 curing of lightweight concrete blocks mixtures,open_access_pdf,unclear
1018,CO2 curing for improving the properties of concrete blocks containing recycled aggregates,abstract,unclear
1018,CO2 curing for improving the properties of concrete blocks containing recycled aggregates,open_access_pdf,unclear
1019,Studies on some factors affecting CO2 curing of lightweight concrete products,abstract,unclear
1019,Studies on some factors affecting CO2 curing of lightweight concrete products,open_access_pdf,unclear
1020,Materials characteristics affecting CO2 curing of concrete blocks containing recycled aggregates,abstract,unclear
1020,Materials characteristics affecting CO2 curing of concrete blocks containing recycled aggregates,open_access_pdf,unclear
1021,Effects of limestone powder on CaCO3 precipitation in CO2 cured cement pastes,abstract,unclear
1021,Effects of limestone powder on CaCO3 precipitation in CO2 cured cement pastes,open_access_pdf,unclear
1022,Carbonation behavior of recycled concrete with CO2-curing recycled aggregate under various environments,abstract,unclear
1022,Carbonation behavior of recycled concrete with CO2-curing recycled aggregate under various environments,open_access_pdf,unclear
1023,Weathering properties of CO2-cured concrete blocks,abstract,unclear
1023,Weathering properties of CO2-cured concrete blocks,open_access_pdf,unclear
1024,Factors affecting kinetics of CO<sub>2</sub>curing of concrete,open_access_pdf,unclear
1025,Enhancement of recycled aggregate properties by accelerated CO2 curing coupled with limewater soaking process,abstract,unclear
1025,Enhancement of recycled aggregate properties by accelerated CO2 curing coupled with limewater soaking process,open_access_pdf,unclear
1026,Influence of pre-treatment methods for recycled concrete aggregate on the performance of recycled concrete: A review,abstract,unclear
1026,Influence of pre-treatment methods for recycled concrete aggregate on the performance of recycled concrete: A review,open_access_pdf,unclear
1027,An assessment of microcracks in the interfacial transition zone of recycled concrete aggregates cured by CO2,abstract,unclear
1027,An assessment of microcracks in the interfacial transition zone of recycled concrete aggregates cured by CO2,open_access_pdf,unclear
1028,Effect of Cylinder Size on the Compressive Strength of Concrete CO2 Curing,abstract,unclear
1028,Effect of Cylinder Size on the Compressive Strength of Concrete CO2 Curing,open_access_pdf,unclear
1029,Strength enhancement of artificial aggregate prepared with waste concrete powder and its impact on concrete properties,abstract,unclear
1029,Strength enhancement of artificial aggregate prepared with waste concrete powder and its impact on concrete properties,open_access_pdf,unclear
1030,Effect of CO2 curing on demolition recycled fine aggregates enhanced by calcium hydroxide pre-soaking,abstract,unclear
1030,Effect of CO2 curing on demolition recycled fine aggregates enhanced by calcium hydroxide pre-soaking,open_access_pdf,unclear
1031,Investigation of carbon-capture property of foam concrete using stainless steel AOD slag,abstract,unclear
1031,Investigation of carbon-capture property of foam concrete using stainless steel AOD slag,open_access_pdf,unclear
1032,Recycling drinking water treatment sludge into eco-concrete blocks with CO2 curing: Durability and leachability,abstract,unclear
1032,Recycling drinking water treatment sludge into eco-concrete blocks with CO2 curing: Durability and leachability,open_access_pdf,unclear
1033,Effects of CaCO3 powder and subsequent water curing on compressive strength and microstructure of CO2-cured concrete,open_access_pdf,unclear
1034,CO2 sequestration by construction and demolition waste aggregates and effect on mortars and concrete performance - An overview,abstract,unclear
1034,CO2 sequestration by construction and demolition waste aggregates and effect on mortars and concrete performance - An overview,open_access_pdf,unclear
1035,Turning concrete waste powder into carbonated artificial aggregates,abstract,unclear
1035,Turning concrete waste powder into carbonated artificial aggregates,open_access_pdf,unclear
1036,Investigation of cold bonded lightweight aggregates produced with incineration sewage sludge ash (ISSA) and cementitious waste,abstract,unclear
1036,Investigation of cold bonded lightweight aggregates produced with incineration sewage sludge ash (ISSA) and cementitious waste,open_access_pdf,unclear
1038,An overview on the influence of various parameters on the fabrication and engineering properties of CO2-cured cement-based composites,abstract,unclear
1038,An overview on the influence of various parameters on the fabrication and engineering properties of CO2-cured cement-based composites,open_access_pdf,unclear
1039,Effect of CO2 curing on the strength and microstructure of composite waste glass concrete,abstract,unclear
1039,Effect of CO2 curing on the strength and microstructure of composite waste glass concrete,open_access_pdf,unclear
1040,"Carbon sequestration from waste and carbon dioxide mineralisation in concrete – A stronger, sustainable and eco-friendly solution to support circular economy",open_access_pdf,unclear
1041,Modification of construction waste derived recycled aggregate via CO2 curing to enhance corrosive freeze-thaw durability of concrete,abstract,unclear
1041,Modification of construction waste derived recycled aggregate via CO2 curing to enhance corrosive freeze-thaw durability of concrete,open_access_pdf,unclear
1042,Development of cement-free bio-based cold-bonded lightweight aggregates (BCBLWAs) using steel slag and miscanthus powder via CO2 curing,abstract,unclear
1043,Development of leak-free phase change material aggregates,abstract,unclear
1043,Development of leak-free phase change material aggregates,open_access_pdf,unclear
1044,Effect of Limestone Powder Content on the Early-Age Properties of CO2-Cured Concrete,open_access_pdf,unclear
1045,Characterization of C–S–H formed in coupled CO2–water cured Portland cement pastes,abstract,unclear
1045,Characterization of C–S–H formed in coupled CO2–water cured Portland cement pastes,open_access_pdf,unclear
1046,Explainable machine learning model for predicting compressive strength of CO2-cured concrete,open_access_pdf,unclear
1047,Preparation of artificial aggregates from concrete slurry waste and waste brick masonry powder: CO2 uptake and performance evaluation,abstract,unclear
1047,Preparation of artificial aggregates from concrete slurry waste and waste brick masonry powder: CO2 uptake and performance evaluation,open_access_pdf,unclear
1048,Reinforcing the physicochemical properties of concrete through synergism of CO2 curing and Ca(OH)2 solution drenching,abstract,unclear
1048,Reinforcing the physicochemical properties of concrete through synergism of CO2 curing and Ca(OH)2 solution drenching,open_access_pdf,unclear
1049,Three-fold benefits of using CO2 to cure seawater sea sand concrete,abstract,unclear
1049,Three-fold benefits of using CO2 to cure seawater sea sand concrete,open_access_pdf,unclear
1050,Use of CO2-active BOFS binder in the production of artificial aggregates with waste concrete powder,abstract,unclear
1050,Use of CO2-active BOFS binder in the production of artificial aggregates with waste concrete powder,open_access_pdf,unclear
1051,Investigating the impact of carbonation curing concentrations on the mechanical properties and microstructure of recycled concrete,abstract,unclear
1051,Investigating the impact of carbonation curing concentrations on the mechanical properties and microstructure of recycled concrete,open_access_pdf,unclear
1052,Mathematical modeling of accelerated carbonation curing of Portland cement paste at early age,abstract,unclear
1052,Mathematical modeling of accelerated carbonation curing of Portland cement paste at early age,open_access_pdf,unclear
1053,Mechanical performance and microstructure of the calcium carbonate binders produced by carbonating steel slag paste under CO2 curing,abstract,unclear
1053,Mechanical performance and microstructure of the calcium carbonate binders produced by carbonating steel slag paste under CO2 curing,open_access_pdf,unclear
1054,Accelerated carbonation of reactive MgO and Portland cement blends under flowing CO2 gas,abstract,unclear
1054,Accelerated carbonation of reactive MgO and Portland cement blends under flowing CO2 gas,open_access_pdf,unclear
1055,Accelerated carbonation of hardened cement pastes: Influence of porosity,abstract,unclear
1055,Accelerated carbonation of hardened cement pastes: Influence of porosity,open_access_pdf,unclear
1056,Properties of coal gangue-Portland cement mixture with carbonation,abstract,unclear
1056,Properties of coal gangue-Portland cement mixture with carbonation,open_access_pdf,unclear
1057,Accelerated mineral carbonation curing of cement paste for CO2 sequestration and enhanced properties of blended calcium silicate,abstract,unclear
1057,Accelerated mineral carbonation curing of cement paste for CO2 sequestration and enhanced properties of blended calcium silicate,open_access_pdf,unclear
1058,Effect of curing conditions on the pore solution and carbonation resistance of alkali-activated fly ash and slag pastes,abstract,unclear
1058,Effect of curing conditions on the pore solution and carbonation resistance of alkali-activated fly ash and slag pastes,open_access_pdf,unclear
1059,"Effect of composition, environmental factors and cement-lime mortar coating on concrete carbonation",abstract,unclear
1059,"Effect of composition, environmental factors and cement-lime mortar coating on concrete carbonation",open_access_pdf,unclear
1060,Effect of carbonation curing on sulfate resistance of cement-coal gangue paste,abstract,unclear
1060,Effect of carbonation curing on sulfate resistance of cement-coal gangue paste,open_access_pdf,unclear
1061,Effects of chloride ions on carbonation rate of hardened cement paste by X-ray CT techniques,abstract,unclear
1061,Effects of chloride ions on carbonation rate of hardened cement paste by X-ray CT techniques,open_access_pdf,unclear
1062,Effect of carbonation on strength development of cement-treated Toyoura silica sand,abstract,unclear
1062,Effect of carbonation on strength development of cement-treated Toyoura silica sand,open_access_pdf,unclear
1063,Microstructural phase evolution and strength development of low-lime calcium silicate cement (CSC) paste incorporating ordinary Portland cement under an accelerated carbonation curing environment,abstract,unclear
1063,Microstructural phase evolution and strength development of low-lime calcium silicate cement (CSC) paste incorporating ordinary Portland cement under an accelerated carbonation curing environment,open_access_pdf,unclear
1064,An assessment on parameters affecting the carbonation of alkali-activated slag concrete,abstract,unclear
1064,An assessment on parameters affecting the carbonation of alkali-activated slag concrete,open_access_pdf,unclear
1065,Performance of Two Bacteria-Based Additives Used for Self-Healing Concrete,open_access_pdf,unclear
1066,Long-term behaviour of hydraulic binders based on calcium sulfoaluminate and calcium sulfosilicate,abstract,unclear
1066,Long-term behaviour of hydraulic binders based on calcium sulfoaluminate and calcium sulfosilicate,open_access_pdf,unclear
1069,New insights into the role of early accelerated carbonation on the calcium leaching behavior of cement paste,abstract,unclear
1069,New insights into the role of early accelerated carbonation on the calcium leaching behavior of cement paste,open_access_pdf,unclear
1071,Utilization of waste from steel and iron industry as replacement of cement in mortars,abstract,unclear
1071,Utilization of waste from steel and iron industry as replacement of cement in mortars,open_access_pdf,unclear
1072,Carbonation durability of blended cement pastes used for waste encapsulation,abstract,unclear
1072,Carbonation durability of blended cement pastes used for waste encapsulation,open_access_pdf,unclear
1073,Preparation of durable magnesium oxysulfate cement with the incorporation of mineral admixtures and sequestration of carbon dioxide,abstract,unclear
1073,Preparation of durable magnesium oxysulfate cement with the incorporation of mineral admixtures and sequestration of carbon dioxide,open_access_pdf,unclear
1074,Effect of eggshell powder addition on the properties of cement pastes with early CO2 curing and further water curing,abstract,unclear
1074,Effect of eggshell powder addition on the properties of cement pastes with early CO2 curing and further water curing,open_access_pdf,unclear
1075,Use of tomography to understand the influence of preconditioning on carbonation tests in cement-based materials,abstract,unclear
1075,Use of tomography to understand the influence of preconditioning on carbonation tests in cement-based materials,open_access_pdf,unclear
1076,Use of ultraviolet pretreatment to enhance carbonation properties of fly-ash cement under accelerated carbonation at different CO2 concentrations,abstract,unclear
