direction,direction_zh,query,title,year,authors,venue,doi,url,abstract,citation_count,source_database,open_access_pdf,raw_id,duplicate_count,duplicate_sources,duplicate_queries,direction_labels,direction_names,matched_query,cited_by_count,source
B,离心/超重力成型混凝土,"""centrifugal forming"" concrete","Sharing the Earth, Dividing the Land",2006,Thomas Reuter,Directory of Open access Books (OAPEN Foundation),unclear,https://directory.doabooks.org/handle/20.500.12854/36429,Ethnology; Southeast asia; Oceania,0,OpenAlex,https://library.oapen.org/bitstream/20.500.12657/33625/1/459529.pdf,https://openalex.org/W7137569205,1,OpenAlex,"""centrifugal forming"" concrete",B,离心/超重力成型混凝土,"""centrifugal forming"" concrete",0,OpenAlex
B,离心/超重力成型混凝土,"""centrifugal forming"" concrete",Cuerpo simbólico en Paul Klee,2007,Fina Graboleda,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),unclear,http://hdl.handle.net/10016/2537,unclear,0,OpenAlex,unclear,https://openalex.org/W1829770064,1,OpenAlex,"""centrifugal forming"" concrete",B,离心/超重力成型混凝土,"""centrifugal forming"" concrete",0,OpenAlex
B,离心/超重力成型混凝土,"""centrifugally cast"" concrete pile",Novel domestic design and manufacturing of Pelton Turbine bucket : a key to manage and enhance Sub-Saharan Africa’s hydro energy potential.,2017,Williams S. Ebhota,ResearchSpace (University of KwaZulu-Natal),unclear,http://hdl.handle.net/10413/14438,unclear,4,OpenAlex,http://hdl.handle.net/10413/14438,https://openalex.org/W2607544719,1,OpenAlex,"""centrifugally cast"" concrete pile",B,离心/超重力成型混凝土,"""centrifugally cast"" concrete pile",4,OpenAlex
B,离心/超重力成型混凝土,"""centrifugally cast"" concrete pile",Experimental and numerical investigations of axial pullout behavior of buried ductile iron pipe,2019,Parththeeban Murugathasan,Memorial University Research Repository (Memorial University),unclear,https://research.library.mun.ca/view/creator_az/Murugathasan=3AParththeeban=3A=3A.html>,"Buried pipelines often cross active landslide areas, which are subjected to additional loads due to ground movements. The effect of ground loads on the performance of buried pipelines is an important consideration for pipeline integrity assessment. Though experimental and analytical studies were conducted to understand the maximum loads caused by the ground movement on the pipelines, design practices for the assessment of pipes subjected to ground movements are not yet well developed. This thesis presents the design of a new laboratory test facility developed for pullout testing of buried pipelines that investigate the behavior of pipelines subjected to axial ground movements. The test facility is first assessed using finite-element modelling to identify the effects of the size of the facility and the rigidity of the boundary walls on the pullout study of pipelines. The results show that a test cell having the dimensions of 2 m (width) x 1.5m (height) x 4 m (length) is adequate for the current purpose of tests if the wall stiffness is adequately designed. The facility is then used to conduct a pullout test of a 178-mm diameter ductile iron pipe. During the test, horizontal and vertical earth pressure in the soil is measured using Tekscan pressure sensors. Pipe deformation and wall strains are measured using strain gauges. A finite element modelling technique is developed to simulate the test conditions for investigating the soil-pipe interaction during the axial pullout test. The finite element model is then employed to study the pipe-soil interaction mechanism. The study reveals that arching effect and dilation of sand in the pipe–soil interface can affect the mobilized soil load on the ductile iron pipe. The unit interface shear resistance is found to be 16.0H to 17.0H in dense sand, 13.0H in medium dense sand and 5.0H in loose sand for the pipes tested.",0,OpenAlex,https://research.library.mun.ca/14085/1/thesis.pdf,https://openalex.org/W3003863990,1,OpenAlex,"""centrifugally cast"" concrete pile",B,离心/超重力成型混凝土,"""centrifugally cast"" concrete pile",0,OpenAlex
B,离心/超重力成型混凝土,"""centrifugally cast"" concrete pile",Development of a two-tier prioritisationalgorithm for the replacement of water reticulation pipes,2018,André-Hugo Van Zyl,SUNScholar (Stellenbosch University),unclear,http://hdl.handle.net/10019.1/105047,"Water pipe replacement in ageing water networks needs to be prioritised within constraints of limited municipal budgets.Relatively higher water pipe failure frequency in a distribution zone could point to a higher replacement priority.Priorities are typically determined based on historically recorded pipe failures, but actual pipe failure data is often not available -especially in developing countries.Pipe failure records may be available for certain zones in a particular system, while no data may be available in other zones of the same system.Replacement priority cannot be limited exclusively to zones with failure data, so a method was devised to spatially extrapolate pipe failures from zones with failure data to other zones where no knowledge of historical failures is available.An algorithm was developed for this purpose to prioritise pipe replacement based on a two-tier structure, comprising physical and hydraulic characteristics.The following model parameters were incorporated: pipe material, diameter, remaining useful life, static pressure, residual pressure and reserve pressure ratio.Actual pipe failure frequency data for a South African study site with 2021 km of pipes and 12802 reported failure events over a period of 180 consecutive months was obtained and used to devise the model.Actual pipe failures were linked to the different model parameters, with all parameter values known per pipe in the case study area.Pipe failure likelihood index values were then calculated for each pipe element in the water network model (as failure/year/meter).Each pipe was then prioritised for replacement in terms of a failure likelihood index, and grouped per water distribution zone.The water distribution zones were ranked for replacement prioritisation.The model was verified by evaluating failure likelihood index values and comparing replacement priority per zone based on actual data to the model results (for those zones with known data).The model was subsequently used to extrapolate the replacement priority to other zones without failure records in the case study area, with acknowledgement of in accuracy due to the lack of model validation.The model results are illustrative and apply to the specific study site -results should not be generalised.The results were represented spatially in GIS format, allowing the user to visually identify the most critical areas for pipe replacement.Future research could involve model validation and possible application beyond the study sample.",0,OpenAlex,http://hdl.handle.net/10019.1/105047,https://openalex.org/W2942984505,1,OpenAlex,"""centrifugally cast"" concrete pile",B,离心/超重力成型混凝土,"""centrifugally cast"" concrete pile",0,OpenAlex
B,离心/超重力成型混凝土,"""centrifugally cast"" concrete pile","Scenes, Seasons, and Spaces: Textual Modes of Address in Modern French, American, and Russian Literature",2015,Amy E. Leggette,Scholars' Bank (University of Oregon),unclear,http://hdl.handle.net/1794/19274,"This dissertation examines how literary form adapts to emergent print environments by identifying common strategies for incorporating the act of reading into the situation of the text. In my analysis of original textual forms, I investigate the material specificity of constitutively modern practices of reading and subjectivity, focusing on how innovative publications structure these practices by involving the reader in the process of production. This project assembles six pioneering writers across literary traditions, genres, and periods, from the 1830s to the 1910s, in three chapter pairings: novelistic episodes of Honoré de Balzac’s Comédie humaine and prose poems of Charles Baudelaire’s Spleen de Paris in nineteenth-century Parisian periodicals; the prose poetry books, Une saison en enfer by Arthur Rimbaud and Spring and All by William Carlos Williams; and genre-bending texts from the œuvres of Stéphane Mallarmé and Vladimir Mayakovsky, including the typographically irregular page spreads of Un coup de dés jamais n’abolira le hasard and Vladimir Mayakovsky: A Tragedy (Vladimir Maiakovskii: Tragediia). My discussion locates reflexive conceptions of modern literature in constructions of the reading subject, while extending the performative framework of textual modes of address to new media and digital technologies—social interfaces that mediate subjectivity by structuring practices of reading.",0,OpenAlex,http://hdl.handle.net/1794/19274,https://openalex.org/W2232706158,1,OpenAlex,"""centrifugally cast"" concrete pile",B,离心/超重力成型混凝土,"""centrifugally cast"" concrete pile",0,OpenAlex
B,离心/超重力成型混凝土,"""PHC pile"" ""centrifugal"" concrete",Research on Non-autoclaved Technology of PHC Pile Concrete,2012,Qiao Mi,China Concrete and Cement Products,unclear,http://en.cnki.com.cn/Article_en/CJFDTOTAL-HNTW201207006.htm,"Aiming at some problems during the process of PHC pile production,such as much energy consumption for autoclave curing,bad durability of concrete,a new kind of polycarboxylic acid superplasticizer for prefabricated components with early strength function is introduced and non-autoclaved process of PHC pile concrete is studied.The results show that the compressive strength of concrete with the new kind of polycarboxylic acid superplasticizer can reach over 80MPa immediately after 5h non-autoclaved curing at 90°C.And the strength will increase steadily with increasing the ages of concrete by using the new superpasticizer,meanwhile,it can reduce surplus paste from centrifugal moulding process of the concrete.Compared with the concrete by the current autoclaved curing,the durability of concrete by non-autoclaved curing is improved obviously.",0,OpenAlex,unclear,https://openalex.org/W2382789481,2,OpenAlex,"""PHC pile"" ""centrifugal"" concrete",B,离心/超重力成型混凝土,"""PHC pile"" ""centrifugal"" concrete",0,OpenAlex
C,重力场对水泥水化影响,"""cement hydration"" ""microgravity""|""cement hydration"" gravity",Experimental Investigation of Cement Hydration in Gravity-Free Environment,2019,Juliana Moraes Neves; Richard N. Grugel; Barry Sheetz; Aleksandra Radlińska,NASA STI Repository (National Aeronautics and Space Administration),unclear,http://hdl.handle.net/2060/20190032375,"In this work, cement hydration in terrestrial and microgravity environment was compared. This was for the first time, when the International Space Station was utilized to fully investigate the complex process of cement solidification. Microstructural development of hydrating cement occurs in stages during the hydration reaction and hardening process, which results in elaborate combinations of amorphous and crystalline phases. The morphology, volume fraction, and distribution of these phases ultimately determine the hardened cements material properties. Minimizing gravity-driven phenomena, such as thermosolutal convective flow and sedimentation ensures crystal growth strictly by diffusion and a microstructure forms differently from that observed in typical laboratory conditions on Earth. A test matrix was developed that includes samples with various w/c ratio and various compositions; incorporating alite, pure water and cement system, cement with chemical admixtures, as well as commercial products. This paper reports on main changes initially observed in the microstructural development of hydrated pure compound of tricalcium silicate (C3S).",2,OpenAlex,http://hdl.handle.net/2060/20190032375,https://openalex.org/W3176659772,2,OpenAlex,"""cement hydration"" ""microgravity""|""cement hydration"" gravity",C,重力场对水泥水化影响,"""cement hydration"" ""microgravity""|""cement hydration"" gravity",2,OpenAlex
C,重力场对水泥水化影响,"""cement hydration"" gravity",Entire Process Simulation of Temperature and Stress Fields for RCC Dams,2007,Chuhan Zhang,Journal of Yangtze River Scientific Research Institute,unclear,https://en.cnki.com.cn/Article_en/CJFDTOTAL-CJKB200703014.htm,"Using the finite element method,a simulation procedure is developed for analysis of temperature and stress fields of rolled compacted concrete(RCC) dams based on the construction characteristics of RCC dam.The procedure is then applied to analyze the temperature and stress histories of the Pengshui RCC Gravity Dam for the entire process of construction and operation period of the project.Environmental temperatures changed by atmosphere and reservoir,temperature rised by cement hydration heat and concrete placing temperature are considered in the simulation.Also,the gravity load,the static water pressure,creep effect of the concrete and the variation of Young' modulus due to the age are included in the computation of stress field.Different factors are also considered in the study including cooling due to construction flood overflow,cold wave attack etc.The conclusions show the surrounding temperature and the placing temperature have significant effects on the temperature and stress fields of the RCC dam.Reasonable construction and temperature control measures are suggested from the results of the study.",2,OpenAlex,unclear,https://openalex.org/W2385748874,1,OpenAlex,"""cement hydration"" gravity",C,重力场对水泥水化影响,"""cement hydration"" gravity",2,OpenAlex
C,重力场对水泥水化影响,"""cement paste"" ""microgravity"" hydration|""microgravity"" ""cement paste""",Etude experimentale modele de l'imbibition capillaire de substrats poreux a volume et structure de pores ajustables,2012,Dorra Dallel,HAL (Le Centre pour la Communication Scientifique Directe),unclear,https://theses.hal.science/tel-00870951,"Imbibition is of fundamental importance in many technological applications, and is also involved in many natural phenomena (textile industry, pharmaceutical industry, soil erosion ....). Despite the importance of this phenomenon, the description and modelling of imbibition mechanisms are still subject to discussion in the literature, in particular, the prediction of the kinetics of imbibition from the knowledge of the morphology of the porous medium.The aim of this thesis was to relate the imbibition kinetics with the structure of a model porous medium. For this, we studied the capillary imbibition (or spontaneous) following an experimental approach in which we used a model porous substrate with both a controlled porous volume and pore structure. The experimental configuration for studying this imbibition was that of a sessile drop. In this work we developed a technique for the fabrication of self-supported and cohesive macroscopic pellets of polymer microbeads. These model porous systems have been characterized for their internal structure and used to study the capillary imbibition kinetics as a function of i) the size of the microbeads, ii) the temperature of the thermal annealing, iii) the permeability in the case of bilayered porous structures and iv) the capillary force (concentration of ethanol in water, nature of the liquid). This approach allowed observing and discussing unexpected imbibition regimes and transitions (inertial and viscous regimes).",1,OpenAlex,https://theses.hal.science/tel-00870951v1/file/2012MULH4415_these_DALLEL.pdf,https://openalex.org/W121668253,2,OpenAlex,"""cement paste"" ""microgravity"" hydration|""microgravity"" ""cement paste""",C,重力场对水泥水化影响,"""cement paste"" ""microgravity"" hydration|""microgravity"" ""cement paste""",1,OpenAlex
C,重力场对水泥水化影响,"""cement paste"" ""microgravity"" hydration|""microgravity"" ""cement paste""",2016 ASGSR MaterialsLab Overview,2016,Donnie McCaghren; J. R. Rogers; Cynthia Frost,NASA STI Repository (National Aeronautics and Space Administration),unclear,http://hdl.handle.net/2060/20160013344,Microgravity Justification: Very well-controlled fluid flow is required for precise measurements of thermophysical properties.Microgravity provides a high degree of control over transport processes that cannot be achieved on earth.Ground experiments of interfacial tension are heavily influenced by gravity.,0,OpenAlex,http://hdl.handle.net/2060/20160013344,https://openalex.org/W2749468966,2,OpenAlex,"""cement paste"" ""microgravity"" hydration|""microgravity"" ""cement paste""",C,重力场对水泥水化影响,"""cement paste"" ""microgravity"" hydration|""microgravity"" ""cement paste""",0,OpenAlex
C,重力场对水泥水化影响,"""cement paste"" ""microgravity"" hydration|""microgravity"" ""cement paste""",Microgravity Investigation of Cement Solidification (MICS),2015,Richard Grugel,NASA STI Repository (National Aeronautics and Space Administration),unclear,http://hdl.handle.net/2060/20150016450,unclear,0,OpenAlex,http://hdl.handle.net/2060/20150016450,https://openalex.org/W1936512277,2,OpenAlex,"""cement paste"" ""microgravity"" hydration|""microgravity"" ""cement paste""",C,重力场对水泥水化影响,"""cement paste"" ""microgravity"" hydration|""microgravity"" ""cement paste""",0,OpenAlex
C,重力场对水泥水化影响,"""microgravity"" ""cement paste""",Внутрішній простір об’єкту «Укриття» Чорнобильської АЕС як середовище існування мікробіоти,2024,Олександр Вікторович Скуловатов,eKNUTSHIR,unclear,https://ir.library.knu.ua/handle/15071834/4338,"У цій роботі представлені результати дослідження впливу фізико-хімічних властивостей поверхонь внутрішніх приміщень об’єкту «Укриття» Чорнобильської АЕС як середовища існування для мікроорганізмів за різної дози поглинутого іонізуючого випромінення. Показано і охарактеризовано склад та функції мікробіоти, що локалізується в різних частинах саркофагу Чорнобильської АЕС.",0,OpenAlex,https://ir.library.knu.ua/bitstreams/3cffbb3b-e050-4085-b6da-766d5f4d0ac7/download,https://openalex.org/W7132005998,1,OpenAlex,"""microgravity"" ""cement paste""",C,重力场对水泥水化影响,"""microgravity"" ""cement paste""",0,OpenAlex
C,重力场对水泥水化影响,"""cement paste"" ""gravity effect""|""gravity effect"" ""cement hydration""",Autogenous shrinkage of cement-based materials : from the fundamental role of self-desiccation to mitigation strategies based on alternative materials,2017,Yang Lyu,Ghent University Academic Bibliography (Ghent University),unclear,https://biblio.ugent.be/publication/8602493,"With the increasing application of (ultra-) high performance concrete (HPC/UHPC) all over the world, autogenous shrinkage has attracted ample interest as the large magnitude of autogenous shrinkage develops uniformly through the concrete rapidly especially at very early age when the cement paste has poorly developed mechanical properties, leading to high cracking risks. In order to fully benefit from the HPC/UHPC, it is necessary to control its early age cracking potential by mitigating the early age autogenous shrinkage. Attempting to do so, one needs to thoroughly understand the mechanisms of autogenous shrinkage. It is generally agreed that the autogenous shrinkage is closely related to self-desiccation (internal relative humidity changes) in the capillary pores of hardening cement paste. Among the proposed mechanisms explaining the relation between autogenous shrinkage and self-desiccation in a hardening cement paste, the capillary pressure induced by the self-desiccation in the capillary pore system is generally accepted as the main driving force for autogenous shrinkage. One main conflicting issue involved in the field of autogenous shrinkage lies in the precise determination of the onset of autogenous shrinkage, i.e. the time-zero. This is essential for accurate autogenous shrinkage evaluation, as autogenous shrinkage occurring before the time-zero is of little practical significance as it may have little practical consequence in residual tensile stress development. The time-zero represents the suspension-solid transition in a hydrating cement paste. However, it is practically impossible to determine the precise onset of this solidification transition. Thus, many time criteria have been suggested in the literature, causing great difficulty in the comparison study of results available in the existing literature. By looking into the mechanism of autogenous shrinkage, it is clear that the autogenous shrinkage is closely linked to the self-desiccation as mentioned above. Under sealed curing condition, the internal RH is mainly related to self-desiccation. So the precise determination of internal RH changes of sealed curing cement pastes starting from the pastes being still in fluid phase would supply important experimental data to evaluate the evolution of self-desiccation. It leads to a proposal for determining the time-zero by monitoring the internal RH development of a sealed hydrating cement paste. In order to evaluate this time-zero proposal, the fundamental experiments of autogenous shrinkage and internal RH measurements were conducted on Ordinary Portland cement pastes. Microstructure evolution of cement pastes during the early age hydration period from the suspension state to the solid state was also monitored by means of ultrasonic pulse velocity (UPV) method. The results indicate that the occurrence of self-desiccation indicated by the start of internal RH drop links to the self-supporting solid skeleton formation in cement pastes with low w/c ratio (0.25-0.30). This critical time represents the time-zero for autogenous shrinkage. Meanwhile, final setting time determined by the penetration method does not link to the self-supporting solid skeleton formation where selfdesiccation begins to occur; it leads to an earlier estimation of time-zero and overestimation of autogenous shrinkage. Among the mitigation strategies, it is of great importance to counteract the effect of self-desiccation and keep high internal RH by applying extra curing water. However, due to the very dense microstructure of HPC/UHPC, the penetration depth of the external curing water is limited. Instead, internal curing, referring to the use of water filled inclusions that can provide curing water throughout the cross section of the concrete, has been found to be an effective method for mitigating self-desiccation and autogenous shrinkage. Among the most used water inclusions (lightweight aggregates (LWAs) and Superabsorbent polymers (SAPs), etc,), SAPs used as internal curing agent show more promising properties in HPC/UHPC. It gives a motivation to reevaluate the efficiency of applying SAPs in self-desiccation compensation and autogenous shrinkage mitigation based on the newly defined time-zero. In the case of internal curing by using SAPs, choosing final setting time as time-zero would lead to underestimation of the internal curing efficiency of SAPs. If zeroing the autogenous shrinkage at final setting time, autogenous shrinkage is not fully successfully mitigated although the internal RH results suggest efficient self-desiccation mitigation in SAPs mixtures. Based on the newly defined time-zero, SAPs with proper size (for example, SAP-A with mean particle size of 100.0 ± 21.5 μm) and sufficient amount of water show efficient autogenous shrinkage mitigation, corresponding to their successful mitigation of self-desiccation. The behaviors of SAPs as internal curing with different powder size of SAPs and different amount of internal curing water in cement pastes with various w/c ratio have also been investigated. Due to the difficulty in proper dispersion of SAPs in concrete and the reported possible detrimental effect of SAPs on the mechanical property of concrete, it is of great interest to seek alternative materials with similar internal curing function but no or less possible negative influence on the mechanical properties of concrete. One natural clinoptilolite-Ca-heulandite-Ca type zeolite was used to evaluate its potential utilization as an internal curing agent for mitigation of self-desiccation and the subsequent autogenous shrinkage of cement paste. The results indicate that addition of zeolite could eliminate the self-desiccation partially and the autogenous shrinkage as well based on the time-zero defined by the onset of internal RH drop. Attempts have been done for the purpose of improving the internal curing property of zeolite by acid treatment and thermal treatment. However, nitric acid treatment tends to increase the Brunauer-Emmett-Teller (BET) surface area of zeolite by increasing the volume of 2-7 nm pores, which is undesirable. Thermal treatment tends to reduce the porosity rather than to enlarge the pore size, which is also undesirable. In the literature, it is shown that rice husk ash (RHA) presents effective internal curing function to produce UHPC with promoted hydration degree of cement and eliminated autogenous shrinkage. This leads to a way of seeking porous materials with finer particle size distribution in comparison with LWAs or SAPs and high amorphous silica content (corresponding to high pozzolanic properties) as internal curing agent. In this way, the volume of macropores (initially water filled) induced by the incorporation of LWAs or SAPs could be reduced thus the detrimental effect on the strength is reduced or even eliminated. To this end, three different biomass ashes were chosen to investigate their possible application as internal curing agents in low w/b ratio cement pastes. The experimental results reveal that only limited internal curing property can be expected from the industry generated biomass ash (Napier grass ash), because the NGA does not really show internal porous structure due to its highly crystallized structure. The lab-produced biomass ashes (MA and SGA) from combustion of two different energy crops (miscanthus and switchgrass) show high potassium content. After potassium extraction by acid leaching, both MA and SGA presented highly porous structure with BET surface area of 45.28 m2/g and 35.52 m2/g, respectively. Highly effective self-desiccation and autogenous shrinkage mitigation is observed in both MA and/or SGA incorporated cement pastes. The effect of particle size of MA/SGA on the self-desiccation and autogenous shrinkage mitigation efficiency has also been investigated. Take MA as example, with the decreasing mean particle size from 20.43 μm to 6.67 μm, lower self-desiccation mitigation efficiency was observed in the blended cement pastes. The grinding process may break MA particles and make more and more small pores (pores with size in diameter in the range of 2-4 nm and pores with size of around 20 nm) which are originally embedded inside MA particles exposed. Thus, more water is expected to be absorbed in those pores and is expected to be released later at lower RH in hydrating cement paste compared with the case of MA with D50 of 20.43 μm.",4,OpenAlex,https://biblio.ugent.be/publication/8602493,https://openalex.org/W2765756542,2,OpenAlex,"""cement paste"" ""gravity effect""|""gravity effect"" ""cement hydration""",C,重力场对水泥水化影响,"""cement paste"" ""gravity effect""|""gravity effect"" ""cement hydration""",4,OpenAlex
C,重力场对水泥水化影响,"""gravity effect"" ""cement hydration""",Modeling the chemo-thermo-hydro-mechanical coupling (CTHM) of rammed earth structures,2022,Xiang Zhang,theses.fr (ABES),unclear,http://www.theses.fr/2022STRAD034/document,"Dans cette étude, les auteurs examinent les caractéristiques d'ingénierie de la pisé non stabilisé (URE) et de la pisé stabilisé au ciment (CSRE), ainsi que les facteurs qui influencent leurs propriétés. Sur la base de cette revue de littérature, un nouveau modèle numérique à éléments finis est proposé pour expliquer les comportements CTHM liés à ces matériaux. Les effets de la teneur en eau, de la densité, de la distribution de la taille des grains, de la teneur en ciment, des conditions de durcissement et de la durée de durcissement sont étudiés pour estimer leur comportement CTHM à long terme. Ensuite, le modèle proposé est étendu pour étudier le comportement structural des constructions URE et CSRE dans différentes conditions environnementales et de sol souterrain.",0,OpenAlex,http://www.theses.fr/2022STRAD034/document,https://openalex.org/W4392897483,1,OpenAlex,"""gravity effect"" ""cement hydration""",C,重力场对水泥水化影响,"""gravity effect"" ""cement hydration""",0,OpenAlex
C,重力场对水泥水化影响,"""cement paste"" ""gravity effect""|""gravity effect"" ""cement hydration""",Physical evolution of the cement paste interface at fresh state and very early age,2020,T. Craipeau,HAL (Le Centre pour la Communication Scientifique Directe),unclear,https://theses.hal.science/tel-03322378,"Concrete is a material which microstructure evolves quickly after its mixing. Also, physical and chemical properties at the interface with a support evolve with important consequences, in particular if this interface is solicited. For example, in the industrial process of slipforming, the interface concrete/formwork is lifted gradually with jacks during concrete hydration. Microstructure of hydrates changes during their formation in the cement matrix. Water induces a negative pressure after solid percolation, and thus suction effect. According to Terzaghi’s principle -applicable for saturated materials- granular stresses are transferred to the surface. Considering Janssen vaults and by taking into account yield stress of the concrete at the interface and then friction coefficient, it is possible to evaluate the global strength applied to a wall. Experimental devices, with a modeling approach, is developped and used with anapproach from chemistry, through physics to mecanics. Hydration of the material is explored. Its consequences on volume variations and negative pressure in the bulk material and at the interface are calculated and mesured. In the end, through an approach including material compressibility and its surrounding system, consequences of the negative pressure at the interface is evaluated by developping a specific device. The global experimental device is composed of a mobile plate studied during the representive phase of the industrial process. Measurements are carried out on a representative mortar of the concrete by varying key influent parameters as air quantity, solid volume fraction, granular packing and interfacial liquid surface tension. This PhD research work allows to improve the comprehension of the phenomena at the interface.",0,OpenAlex,https://theses.hal.science/tel-03322378v1/file/2020theseCraipeauT.pdf,https://openalex.org/W3193916233,2,OpenAlex,"""cement paste"" ""gravity effect""|""gravity effect"" ""cement hydration""",C,重力场对水泥水化影响,"""cement paste"" ""gravity effect""|""gravity effect"" ""cement hydration""",0,OpenAlex
C,重力场对水泥水化影响,"""hypergravity"" cement",Skeletal loading in animals.,2001,Alexander G. Robling; David B. Burr; Charles H. Turner,PubMed,unclear,https://pubmed.ncbi.nlm.nih.gov/15758499,"A number of in vivo skeletal loading models have been developed to test specific hypotheses addressing the key mechanical and biochemical signals involved in bone's adaptive response to loading. Exercise protocols, osteotomy procedures, loading of surgically implanted pins, and force application through the soft tissues are common approaches to alter the mechanical environment of a bone. Although each animal overload model has a number of assets and limitations, models employing extrinsic forces allow greater control of the mechanical environment. Sham controls, for both surgical intervention (when performed) and loading, are required to unequivocally demonstrate that responses to loading are mechanically adaptive. Collectively, extrinsic loading models have fostered a greater understanding of the mechanical signals important for stimulating bone cells, and highlighted the roles of key signaling molecules in the adaptive response.",51,OpenAlex,http://hdl.handle.net/1805/4636,https://openalex.org/W2182713773,1,OpenAlex,"""hypergravity"" cement",C,重力场对水泥水化影响,"""hypergravity"" cement",51,OpenAlex
C,重力场对水泥水化影响,"""hypergravity"" cement",Computational and theoretical models in diffuse imaging,2023,"Kuutela, Topi",Aaltodoc (Aalto University),unclear,https://aaltodoc.aalto.fi/handle/123456789/119826,"In this thesis, aspects of parameter estimation problems associated with diffuse imaging modalities are studied. Both considered modalities, electrical impedance tomography (EIT) and diffuse optical tomography (DOT), correspond to ill-posed inverse problems governed by elliptic partial differential equations, with the goal of reconstructing a material parameter field inside an examined body from measurements on the surface of the body. The ill-posedness of these problems is particularly evident in their sensitivity to modeling errors. This thesis studies computational and theoretical models with which some of the reconstruction artifacts can be reduced. &#13;\nThe logarithmic forward map of EIT has been previously introduced to facilitate the use of linearization in the parameter estimation problem. The first theoretical contribution of this thesis is proving the Fréchet differentiability of the logarithmic forward map, and establishing its regularity. Curiously the Fréchet derivative is found to be more regular than the logarithmic forward map itself. &#13;\nThe second theoretical contribution consists of extensions to the series reversion technique in EIT. Numerical methods with higher order convergence rates can be constructed via series reversion using only directional derivatives, which are cheap to compute for the forward map of EIT. In this thesis, the series reversion method is extended to simultaneously cover the domain conductivity and the electrode contact reconstructions and to also allow arbitrary parametrizations for the reconstructed quantities. &#13;\nThe error in electrode locations is known to be one of the most significant error sources for EIT reconstruction problems. A computationally simple method to compensate for the electrode location error in the reconstruction process is presented and numerically evaluated in this thesis. The method is based on an extension to the smoothened complete electrode model in which the contact conductivity between the electrodes and the measured domain is not considered a constant but instead a function on the boundary. The viability of this method is demonstrated by two-dimensional reconstructions based on real-world measurements and by three-dimensional numerical experiments as a part of the study on the generalized series reversion. &#13;\nFinally, this thesis includes a careful evaluation of the effect of anatomical variation in frequency-domain DOT. The variation is studied numerically using 166 segmented neonatal head anatomies with the two commonly used computational models for DOT, the diffusion approximation and Markov chain Monte Carlo. Furthermore, a new segmentation method is presented to separate cerebrospinal fluid into two physiologically plausible types, one present in between the skull and the brain while the other found in the sulci of the brain.",9,OpenAlex,https://aaltodoc.aalto.fi/bitstreams/2100ff2f-3f6f-461d-af8c-8cf8d5b13289/download,https://openalex.org/W4287332220,1,OpenAlex,"""hypergravity"" cement",C,重力场对水泥水化影响,"""hypergravity"" cement",9,OpenAlex
C,重力场对水泥水化影响,"""cement paste"" ""microgravity"" hydration",Model experimental study of capillary imbibition of porous substrates with adjustable volume and pore structure,2012,Dorra Dallel,theses.fr (ABES),unclear,http://www.theses.fr/2012MULH4415/document,"L imbibition est d une importance fondamentale dans de nombreuses applications technologiques et intervient par ailleurs dans de nombreux phénomènes naturels (industrie textile, industrie pharmaceutique, érosion des sols .). Malgré l importance de ce phénomène, la description et la modélisation des mécanismes d imbibition sont encore sujettes à discussion dans la littérature, en particulier, la prédiction des cinétiques d imbibition à partir de la connaissance de la topographie du milieu poreux. L objectif de ce travail de thèse a été de relier les cinétiques d imbibition à la structure du milieu poreux imbibé. Pour cela, nous avons étudié l imbibition capillaire (ou spontanée) en suivant une démarche expérimentale dans laquelle nous avons utilisé des substrats poreux modèles dont nous contrôlons le volume et la structure de pores. La configuration d imbibition choisie dans ce travail est celle d une goutte sessile (ou posée).Ces travaux ont permis de mettre en œuvre une technique de construction de pastilles macroscopiques, autosupportées et cohésives, par assemblage de microbilles de polymère. Ces systèmes modèles ont été utilisés pour étudier les cinétiques d imbibition capillaire de liquides dans des supports tridimensionnels à structure de pores complexe en fonction de la taille des microbilles constituant la pastille poreuse, de la reconstruction thermique, de la perméabilité pour une structure poreuse bicouches et de la force capillaire. Ces études ont permis entre autres de mettre en évidence des régimes cinétiques et des transitions d imbibition inattendues dans ces systèmes (régimes visqueux et inertiel).",0,OpenAlex,unclear,https://openalex.org/W4392281022,1,OpenAlex,"""cement paste"" ""microgravity"" hydration",C,重力场对水泥水化影响,"""cement paste"" ""microgravity"" hydration",0,OpenAlex
C,重力场对水泥水化影响,"""cement paste"" ""gravity effect""",Dissolution of carbonate stones caused by CO2 pollutant: an erosion model,2026,Elishan Christian Braun; Gabriella Bretti; Samuele Ferri; María Laura Santarelli; Matteo Semplice,arXiv (Cornell University),unclear,http://arxiv.org/abs/2603.29696,In this paper we introduce a new mathematical model describing the erosion process caused in carbonate stones by the dissolution of the porous matrix due to the penetration of carbonic acid present in the environment. Such model is formulated as nonlinear reaction-transport system in porous media governed by Darcy flow. We propose a numerical algorithm based on finite difference approximation that relies on level-set method at the boundaries and we show numerical tests that are in accordance with the literature in terms of the advancement of the erosion front.,0,OpenAlex,https://arxiv.org/pdf/2603.29696,https://openalex.org/W7148175906,1,OpenAlex,"""cement paste"" ""gravity effect""",C,重力场对水泥水化影响,"""cement paste"" ""gravity effect""",0,OpenAlex
